Game Title,Platform,Year,Genre,Publisher,Developer,Release Date,User Rating,Global Sales in Millions,North America Sales,Europe Sales,Japan Sales,Other Sales,Total Revenue,Physical vs Digital Sales %,Peak Concurrent Players,Subscription Revenue,Average Playtime Hours,Player Retention %,Year Over Year Growth %,Best Selling Genre By Year,Sales Growth
The Legend of Zelda: Breath of the Wild,PS4,2012,Racing,Electronic Arts,Rockstar Games,8/4/2016,2.42,35.37,13.60,7.73,3.03,4.15,1768.29,47.76,614419,1.83,8.54,84.76,6.01,Sports,-99.31
Call of Duty: Modern Warfare 2,NES,2010,Action,Microsoft,Bungie,5/16/2022,9.50,1.00,13.02,1.27,3.79,7.74,50.05,50.13,729256,2.14,78.43,84.71,13.97,Racing,-97.17
Fortnite,PS4,2018,Action,Activision,Ubisoft,12/27/2015,5.69,227.28,7.36,6.63,2.17,1.04,11363.92,46.95,842535,0.66,48.35,70.09,7.54,Platform,22604.57
Fortnite,SNES,2019,Racing,Electronic Arts,Ubisoft,10/16/2023,1.01,544.48,4.26,5.48,3.31,5.86,27224.04,44.39,277820,3.68,51.64,86.00,11.32,Shooter,139.57
Grand Theft Auto V,PS3,2012,Sports,Microsoft,Bungie,12/13/2023,5.51,81.91,14.48,5.00,4.99,3.52,4095.62,54.20,351208,0.58,91.94,68.02,10.97,Racing,-84.96
Animal Crossing: New Horizons,SNES,2024,Platform,Nintendo,Nintendo,11/25/2014,1.17,1722.65,18.51,9.94,1.48,0.29,86132.26,59.95,407206,5.55,96.06,60.03,9.14,Sports,2003.03
Red Dead Redemption 2,Xbox One,2019,Adventure,Activision,Bungie,2/12/2024,7.67,908.28,0.93,3.77,3.74,0.48,45413.99,47.76,834282,0.85,80.83,84.21,5.92,Puzzle,-47.27
Fortnite,NES,2013,Platform,Microsoft,EA Sports,2/4/2012,1.12,51.12,19.44,8.43,1.72,3.80,2556.22,51.07,405750,7.78,10.85,71.60,14.02,Action,-94.37
The Witcher 3: Wild Hunt,PS3,2019,Action,Activision,Treyarch,4/20/2025,5.78,925.74,10.38,2.52,2.32,2.20,46286.80,48.00,510878,1.61,13.32,74.04,12.64,Puzzle,1710.75
Fortnite,Switch,2024,Platform,Electronic Arts,Ubisoft,9/26/2010,1.02,3981.31,13.64,2.34,4.12,1.38,199065.32,48.41,315491,9.19,74.38,77.37,9.60,Shooter,330.07
Minecraft,PS3,2019,Adventure,Ubisoft,Ubisoft,4/19/2013,3.88,934.87,11.37,0.47,4.42,0.60,46743.41,55.03,615214,0.62,26.31,87.31,14.93,Shooter,-76.52
Call of Duty: Modern Warfare 2,Xbox One,2019,RPG,Nintendo,Nintendo,2/22/2021,2.75,402.56,10.79,1.51,0.13,6.92,20127.89,43.46,629958,6.86,42.84,87.99,8.59,Racing,-56.94
Fortnite,Wii,2019,Sports,Activision,Ubisoft,5/1/2024,3.75,117.54,15.26,3.58,3.20,0.63,5876.81,43.29,441389,8.22,38.16,69.40,8.18,Strategy,-70.80
Call of Duty: Modern Warfare 2,PS3,2019,Strategy,Microsoft,Valve,12/29/2012,8.80,282.68,5.25,1.37,0.91,8.58,14134.13,47.75,596148,8.13,22.11,68.95,14.75,Platform,140.51
The Witcher 3: Wild Hunt,PC,2017,Action,Microsoft,Nintendo,4/22/2019,4.24,47.62,1.35,2.98,3.59,0.40,2381.00,59.42,242878,9.37,89.54,62.51,5.49,RPG,-83.15
Minecraft,NES,2019,Platform,Bethesda,Nintendo,12/13/2022,2.52,329.76,0.35,0.63,3.71,8.63,16488.07,49.02,222009,3.13,84.45,69.64,13.98,Sports,592.49
Red Dead Redemption 2,PS4,2012,Shooter,Square Enix,Naughty Dog,5/25/2018,4.80,44.58,13.12,2.40,0.83,6.98,2229.08,44.96,597358,2.29,44.66,82.77,13.25,Strategy,-86.48
Super Mario Odyssey,PS3,2021,Shooter,Microsoft,Treyarch,10/25/2024,9.87,1150.55,17.74,3.65,3.71,0.75,57527.47,54.49,385565,8.15,19.06,78.21,5.86,Sports,2480.77
Super Mario Odyssey,Xbox 360,2018,Platform,Electronic Arts,EA Sports,10/6/2015,7.88,508.70,13.05,0.41,2.03,6.60,25435.09,58.60,904319,9.62,87.94,77.98,7.29,RPG,-55.79
The Legend of Zelda: Breath of the Wild,SNES,2025,Sports,Nintendo,Bungie,6/12/2017,1.90,5698.02,14.68,4.12,2.90,2.22,284900.87,55.98,887326,8.76,30.58,70.35,13.46,Strategy,1020.11
Minecraft,Wii,2016,Puzzle,Square Enix,Valve,9/19/2025,9.83,363.64,2.28,7.84,0.62,9.08,18181.81,59.76,142358,8.35,72.12,60.67,11.23,Adventure,-93.62
The Legend of Zelda: Breath of the Wild,Switch,2012,RPG,Nintendo,Ubisoft,6/16/2011,9.16,63.96,18.70,6.73,4.58,4.18,3197.90,41.20,655664,8.17,73.39,63.98,14.22,Adventure,-82.41
Grand Theft Auto V,PS3,2011,RPG,Ubisoft,Naughty Dog,10/13/2013,7.57,2.97,5.85,4.04,0.93,6.24,148.35,48.64,651028,4.50,65.90,63.50,10.67,Puzzle,-95.36
Grand Theft Auto V,SNES,2023,Racing,Bethesda,Treyarch,4/17/2012,2.42,1078.09,0.65,3.97,4.53,3.75,53904.31,54.93,692360,4.34,21.80,83.30,11.52,Puzzle,36236.12
Animal Crossing: New Horizons,Xbox 360,2011,Strategy,Square Enix,Rockstar Games,4/26/2015,4.97,44.85,7.04,0.15,3.68,8.85,2242.41,56.57,612914,7.44,12.72,89.92,12.78,Action,-95.84
Red Dead Redemption 2,Switch,2020,Platform,Sony,EA Sports,6/15/2021,1.96,1063.36,15.23,3.05,4.13,7.49,53167.81,57.30,243843,7.07,76.19,82.53,10.11,RPG,2271.01
Grand Theft Auto V,Xbox One,2020,RPG,Electronic Arts,Treyarch,5/31/2015,6.57,393.51,17.72,7.05,4.73,4.92,19675.29,49.29,420291,8.45,39.71,84.81,12.05,RPG,-62.99
Grand Theft Auto V,PS4,2010,Racing,Electronic Arts,Rockstar Games,6/9/2023,6.35,49.58,2.12,8.25,0.66,7.57,2478.91,44.37,240361,2.81,30.60,79.54,6.66,Platform,-87.40
Minecraft,GameCube,2022,Shooter,Square Enix,Ubisoft,11/24/2020,7.91,2704.99,19.61,3.88,3.87,7.54,135249.59,42.16,335889,3.90,12.47,82.55,11.97,Racing,5356.02
FIFA 22,Switch,2012,Action,Electronic Arts,Naughty Dog,9/28/2016,3.06,7.61,1.61,8.30,3.69,4.86,380.51,42.36,341282,3.60,29.24,79.18,8.35,RPG,-99.72
The Legend of Zelda: Breath of the Wild,PS4,2025,Strategy,Nintendo,EA Sports,12/26/2014,4.09,4134.81,14.36,2.20,3.03,9.02,206740.53,53.89,292941,4.86,60.78,72.56,14.20,Strategy,54232.70
Super Mario Odyssey,SNES,2021,RPG,Sony,Bungie,8/7/2013,8.09,1135.14,19.05,7.39,4.04,7.57,56756.97,40.51,994289,7.70,44.12,79.94,13.50,Puzzle,-72.55
Animal Crossing: New Horizons,PC,2014,Action,Activision,Bungie,9/14/2019,7.44,101.17,2.14,9.14,0.37,7.72,5058.62,42.69,235665,4.31,60.52,73.38,11.13,Racing,-91.09
Grand Theft Auto V,NES,2025,Action,Square Enix,Ubisoft,8/20/2023,4.20,7138.55,18.55,8.48,2.06,0.99,356927.53,48.86,172804,4.41,40.93,81.53,5.43,Shooter,6955.83
Minecraft,GameCube,2023,RPG,Sony,Valve,3/19/2023,5.04,1130.89,13.45,1.92,2.44,6.79,56544.29,55.48,210916,4.13,55.46,77.73,5.39,RPG,-84.16
Animal Crossing: New Horizons,SNES,2019,Puzzle,Bethesda,Nintendo,3/10/2019,1.17,193.77,16.69,3.70,4.29,2.66,9688.39,53.81,303602,5.64,63.71,85.57,13.02,Strategy,-82.87
The Witcher 3: Wild Hunt,Switch,2025,Racing,Bethesda,Naughty Dog,11/30/2018,5.47,7001.09,13.11,7.86,3.59,4.23,350054.33,48.94,300404,1.42,45.40,89.56,8.19,Puzzle,3513.13
Super Mario Odyssey,Xbox 360,2016,Platform,Nintendo,Treyarch,12/17/2019,6.97,376.55,11.84,7.16,3.90,0.54,18827.54,42.09,798708,3.20,20.90,72.30,11.98,Platform,-94.62
Animal Crossing: New Horizons,Xbox 360,2015,RPG,Activision,Valve,1/19/2016,9.95,124.00,7.87,8.71,0.07,5.85,6200.02,44.86,736985,0.71,71.98,72.45,9.15,Racing,-67.07
Minecraft,SNES,2023,Racing,Electronic Arts,Nintendo,12/25/2022,8.87,3166.97,13.40,7.23,2.70,3.69,158348.29,58.65,304797,5.95,87.29,80.02,13.84,Adventure,2454.00
FIFA 22,Switch,2015,Action,Square Enix,Naughty Dog,2/11/2014,2.75,19.33,4.61,2.76,1.72,9.59,966.44,55.74,805697,5.15,48.32,89.13,13.11,Adventure,-99.39
Fortnite,PS4,2018,Adventure,Activision,EA Sports,4/28/2022,6.91,168.23,15.11,9.41,0.99,5.21,8411.63,56.35,718911,9.19,96.71,81.02,9.30,Adventure,770.38
The Witcher 3: Wild Hunt,SNES,2022,Racing,Square Enix,EA Sports,6/10/2020,3.57,1537.18,12.74,9.54,1.51,2.52,76858.93,45.85,700466,8.24,64.06,68.85,8.65,Platform,813.72
Red Dead Redemption 2,PS3,2024,Platform,Activision,EA Sports,11/19/2010,7.68,2946.83,6.15,2.44,4.52,8.29,147341.74,50.43,242904,1.74,11.10,63.94,10.73,Platform,91.70
Red Dead Redemption 2,PS4,2019,Action,Square Enix,Rockstar Games,8/12/2018,1.18,776.82,8.00,5.58,4.71,5.61,38840.93,46.97,551879,1.54,74.07,86.81,11.66,RPG,-73.64
The Witcher 3: Wild Hunt,PS3,2014,Shooter,Square Enix,EA Sports,2/10/2022,4.61,104.37,0.07,1.38,4.05,7.91,5218.43,49.09,502217,3.10,58.55,61.08,7.90,Sports,-86.56
Super Mario Odyssey,SNES,2014,Shooter,Ubisoft,Naughty Dog,9/18/2021,7.80,20.18,5.12,3.00,0.84,7.24,1008.87,59.56,867692,2.54,61.01,86.70,11.56,RPG,-80.67
Grand Theft Auto V,Xbox One,2016,Puzzle,Square Enix,Treyarch,10/16/2016,3.38,50.70,8.77,8.85,1.49,2.43,2535.15,57.79,995330,6.11,72.82,71.51,6.83,Sports,151.28
Super Mario Odyssey,Wii,2024,Strategy,Square Enix,Treyarch,3/1/2018,3.47,5083.47,2.99,2.78,3.94,5.52,254173.62,40.17,296248,1.25,69.87,61.42,14.67,RPG,9925.99
Super Mario Odyssey,PS4,2024,Sports,Square Enix,Rockstar Games,8/14/2014,5.14,1237.88,15.67,1.62,1.32,8.53,61894.09,50.21,418292,6.34,31.20,86.60,9.30,Action,-75.65
The Legend of Zelda: Breath of the Wild,Xbox One,2025,Puzzle,Ubisoft,Rockstar Games,11/25/2023,6.55,2006.66,3.66,6.13,2.62,9.79,100333.15,52.17,758337,3.54,84.17,86.04,14.06,Adventure,62.10
The Witcher 3: Wild Hunt,Xbox One,2014,Puzzle,Ubisoft,Naughty Dog,10/20/2013,8.61,83.56,12.60,8.54,1.69,3.29,4177.95,46.96,889098,1.94,70.49,82.36,12.30,Puzzle,-95.84
Red Dead Redemption 2,Wii,2022,Strategy,Sony,Rockstar Games,12/4/2013,7.43,1772.00,5.82,4.45,4.05,7.70,88600.12,51.43,597383,4.43,92.57,61.20,13.94,Strategy,2020.66
Minecraft,Wii,2013,Platform,Nintendo,Rockstar Games,9/27/2015,9.08,6.17,4.10,0.18,0.64,9.61,308.49,57.70,484045,9.01,67.33,81.60,10.22,Strategy,-99.65
Fortnite,Xbox One,2020,Racing,Electronic Arts,Ubisoft,12/10/2015,6.55,186.82,19.75,3.05,4.30,0.90,9340.95,58.27,176497,3.58,35.76,76.58,12.45,Puzzle,2927.97
Red Dead Redemption 2,Xbox 360,2022,Action,Ubisoft,Ubisoft,3/25/2019,7.63,2876.87,14.61,7.62,0.07,2.96,143843.48,52.79,788276,2.57,12.12,80.37,5.20,Platform,1439.92
Fortnite,Wii,2020,Puzzle,Nintendo,Rockstar Games,5/27/2014,3.16,155.19,2.53,3.12,1.92,5.94,7759.52,43.28,380621,0.91,25.60,86.81,14.21,Strategy,-94.61
Grand Theft Auto V,Xbox 360,2011,Shooter,Square Enix,Bungie,10/28/2022,7.22,68.13,2.54,7.12,1.23,6.70,3406.62,53.56,303509,0.60,60.11,81.86,11.25,Action,-56.10
The Legend of Zelda: Breath of the Wild,PS4,2020,Platform,Activision,Rockstar Games,7/25/2019,2.77,307.95,17.67,4.44,4.46,0.60,15397.71,50.54,277263,1.79,68.34,81.13,13.93,Sports,351.99
The Witcher 3: Wild Hunt,Switch,2013,Racing,Electronic Arts,Nintendo,2/10/2016,7.60,39.15,18.88,1.34,1.66,3.30,1957.45,58.53,922850,2.63,53.60,66.56,5.12,Racing,-87.29
Grand Theft Auto V,PS3,2025,Racing,Nintendo,Bungie,5/12/2017,9.92,5053.25,15.04,7.81,0.59,2.50,252662.64,40.27,531807,0.33,55.86,73.03,12.59,RPG,12807.72
Minecraft,PS4,2014,Platform,Microsoft,Naughty Dog,1/28/2015,6.78,89.70,4.34,9.94,2.91,2.07,4484.87,41.75,441772,0.73,12.61,78.99,7.15,Action,-98.22
The Legend of Zelda: Breath of the Wild,PS4,2020,Adventure,Square Enix,EA Sports,1/20/2023,8.10,1366.52,6.73,9.49,1.97,0.98,68325.83,49.88,274414,6.56,64.31,84.86,11.21,Strategy,1423.48
Fortnite,NES,2017,Shooter,Bethesda,Rockstar Games,9/18/2022,4.18,414.67,9.15,0.29,2.74,5.38,20733.64,48.27,194305,9.68,77.29,69.76,6.47,Shooter,-69.65
The Witcher 3: Wild Hunt,Switch,2023,Strategy,Square Enix,Bungie,5/7/2015,6.65,3308.60,1.66,0.89,3.31,7.95,165429.90,42.97,884540,2.93,77.41,63.97,10.26,Puzzle,697.88
Call of Duty: Modern Warfare 2,PS4,2015,Platform,Activision,Ubisoft,1/24/2021,4.39,52.03,14.08,6.88,1.42,9.01,2601.60,55.46,580561,7.83,37.37,79.48,12.75,Strategy,-98.43
Call of Duty: Modern Warfare 2,PS3,2016,Strategy,Square Enix,Rockstar Games,12/19/2016,2.34,82.28,0.34,1.54,3.77,9.09,4113.87,42.33,642250,2.49,88.04,66.11,6.98,Adventure,58.13
Grand Theft Auto V,Wii,2025,Shooter,Microsoft,Ubisoft,7/14/2014,2.64,1331.54,1.99,2.67,2.72,3.08,66577.12,59.94,873330,3.74,38.24,61.14,11.42,Adventure,1518.36
Grand Theft Auto V,Switch,2011,Action,Bethesda,Rockstar Games,6/8/2022,6.05,8.16,4.22,7.45,2.67,4.76,407.81,51.47,451092,9.10,23.15,84.02,6.97,Shooter,-99.39
Red Dead Redemption 2,PS4,2014,Action,Nintendo,Treyarch,11/1/2010,6.80,121.93,12.63,6.68,1.30,6.47,6096.37,47.06,911882,9.13,94.96,72.32,14.75,Sports,1394.90
Minecraft,NES,2022,Strategy,Bethesda,EA Sports,12/10/2020,4.23,533.05,1.04,9.34,0.76,9.86,26652.29,42.20,175489,3.89,74.52,63.68,7.22,Adventure,337.18
Grand Theft Auto V,PS4,2016,Sports,Bethesda,Ubisoft,3/5/2021,2.51,204.49,17.76,4.19,1.48,1.66,10224.42,57.12,255510,8.13,73.57,68.52,11.91,Action,-61.64
Minecraft,SNES,2025,Adventure,Microsoft,Rockstar Games,5/8/2023,2.16,3730.89,15.65,5.16,0.84,2.97,186544.28,44.69,382643,8.32,67.15,81.41,11.68,Strategy,1724.50
Call of Duty: Modern Warfare 2,Xbox 360,2011,Shooter,Activision,Rockstar Games,3/5/2010,2.79,15.22,5.77,0.59,4.54,2.51,760.89,49.34,320398,5.89,30.88,66.70,7.88,Sports,-99.59
Grand Theft Auto V,Xbox 360,2010,Platform,Microsoft,Nintendo,6/15/2015,1.08,35.10,16.70,2.62,2.56,6.14,1754.87,51.16,196676,1.81,88.62,75.73,9.98,Platform,130.63
Grand Theft Auto V,SNES,2025,Adventure,Nintendo,Nintendo,11/9/2021,6.88,3810.37,12.17,3.88,4.83,1.43,190518.46,57.30,821768,3.34,44.78,72.17,6.63,Shooter,10756.55
Call of Duty: Modern Warfare 2,PS3,2014,Strategy,Square Enix,Valve,11/21/2012,7.45,20.35,14.89,0.48,2.59,8.01,1017.56,53.90,624606,0.54,6.26,71.32,11.65,Strategy,-99.47
Minecraft,PC,2014,Adventure,Nintendo,Ubisoft,9/26/2022,4.20,55.47,7.26,7.72,2.34,6.85,2773.64,50.83,211878,2.98,10.68,79.20,12.25,Shooter,172.58
Fortnite,Wii,2019,Sports,Activision,Bungie,4/26/2013,2.04,382.32,13.50,1.69,3.06,4.57,19116.10,45.13,948652,6.36,34.10,87.85,7.69,Puzzle,589.21
FIFA 22,Switch,2025,Strategy,Square Enix,Treyarch,8/20/2012,3.00,1776.39,17.55,8.09,3.06,0.51,88819.50,47.76,479724,3.01,84.08,76.62,6.32,Racing,364.63
FIFA 22,PC,2025,Sports,Microsoft,Treyarch,8/7/2012,8.25,4795.03,9.95,4.04,3.39,8.08,239751.37,43.55,320287,0.68,69.09,72.13,10.12,Puzzle,169.93
FIFA 22,PC,2014,Shooter,Microsoft,Nintendo,1/19/2010,3.07,193.02,7.32,0.97,3.76,8.52,9651.00,47.42,438392,5.30,25.79,66.38,6.19,Adventure,-95.97
Minecraft,Xbox One,2022,Action,Microsoft,Valve,12/31/2018,1.50,864.36,7.19,8.40,1.06,5.83,43218.03,51.91,280626,4.16,12.20,72.41,13.87,Strategy,347.81
Super Mario Odyssey,Wii,2020,Strategy,Sony,Valve,7/20/2018,3.51,1208.05,14.38,0.38,3.46,9.09,60402.65,56.63,389442,2.34,75.58,79.54,11.16,Action,39.76
Super Mario Odyssey,PS3,2015,Shooter,Activision,Bungie,9/15/2016,5.17,178.16,2.95,2.47,4.63,6.28,8908.19,59.74,273474,8.37,47.00,61.08,6.35,Shooter,-85.25
Red Dead Redemption 2,Xbox 360,2023,Puzzle,Sony,Treyarch,1/29/2018,8.94,4224.51,13.46,8.40,2.99,1.02,211225.54,43.57,212670,1.44,90.64,79.64,5.98,Adventure,2271.14
Red Dead Redemption 2,Xbox One,2013,Shooter,Nintendo,EA Sports,5/6/2023,2.38,33.49,9.68,0.83,1.19,8.19,1674.41,59.79,138399,1.41,98.49,85.81,11.70,RPG,-99.21
Fortnite,Switch,2011,Platform,Sony,Naughty Dog,6/20/2020,5.12,8.77,18.06,3.77,0.03,1.48,438.70,52.46,460900,5.59,79.38,83.63,8.65,Action,-73.80
The Witcher 3: Wild Hunt,SNES,2011,Action,Sony,Naughty Dog,9/18/2021,2.08,39.48,10.83,5.44,3.34,4.16,1974.12,53.76,420145,1.39,26.06,88.77,13.04,RPG,350.00
Super Mario Odyssey,PS3,2020,Puzzle,Microsoft,Rockstar Games,8/2/2018,5.65,62.12,18.74,5.89,0.29,0.25,3105.80,55.68,717007,0.66,45.98,80.24,12.23,Puzzle,57.33
Animal Crossing: New Horizons,Xbox 360,2015,Puzzle,Activision,Bungie,6/28/2015,6.14,264.48,6.31,9.98,4.71,3.42,13224.24,42.59,100068,6.60,17.98,74.85,12.06,Sports,325.79
Red Dead Redemption 2,SNES,2014,Racing,Ubisoft,Treyarch,10/2/2016,5.97,86.25,6.69,4.50,0.35,3.32,4312.70,53.66,878726,2.44,97.07,82.68,13.80,Shooter,-67.39
Call of Duty: Modern Warfare 2,PS3,2015,Action,Microsoft,Valve,1/1/2022,8.09,219.56,2.40,3.52,3.58,6.43,10977.91,53.10,657755,2.45,23.68,86.10,11.84,Strategy,154.55
FIFA 22,Xbox One,2015,Sports,Bethesda,Bungie,8/14/2017,3.14,58.41,14.20,9.08,2.17,4.67,2920.54,58.04,350004,4.00,29.62,84.36,8.19,Sports,-73.40
Call of Duty: Modern Warfare 2,PS3,2014,Shooter,Activision,Rockstar Games,9/10/2011,4.46,34.70,8.98,0.03,2.49,0.07,1735.15,58.59,351659,0.90,11.12,89.95,6.91,Racing,-40.59
Animal Crossing: New Horizons,GameCube,2018,Strategy,Electronic Arts,EA Sports,10/12/2017,9.77,765.21,16.95,8.61,3.12,9.78,38260.69,51.31,538389,4.66,62.41,68.34,8.72,Adventure,2105.03
Fortnite,Xbox 360,2019,Puzzle,Microsoft,Treyarch,6/13/2017,4.29,904.09,13.34,6.94,0.75,4.84,45204.70,52.05,945736,2.98,35.43,77.35,10.33,Shooter,18.15
FIFA 22,Xbox One,2022,Racing,Ubisoft,EA Sports,8/4/2011,4.67,537.30,11.42,5.36,0.94,8.86,26864.87,40.91,939835,0.70,26.52,85.40,12.26,Platform,-40.57
Minecraft,NES,2012,Sports,Bethesda,Bungie,3/21/2011,4.29,25.88,13.16,6.66,0.56,6.79,1294.03,57.82,230406,5.17,29.55,89.53,12.00,Action,-95.18
Grand Theft Auto V,PS4,2018,Strategy,Nintendo,Ubisoft,9/30/2025,1.02,579.48,0.07,8.12,3.27,5.18,28973.95,45.57,728700,8.50,73.97,79.58,11.18,Adventure,2139.05
Call of Duty: Modern Warfare 2,Switch,2012,Shooter,Sony,Rockstar Games,11/20/2024,6.74,93.63,5.80,2.43,2.41,9.55,4681.50,59.11,585150,8.24,49.28,72.82,10.08,Strategy,-83.84
Animal Crossing: New Horizons,GameCube,2012,RPG,Square Enix,Naughty Dog,12/17/2013,2.02,38.81,7.32,3.02,0.98,7.64,1940.62,43.64,987004,3.26,39.29,77.84,7.42,Platform,-58.55
Call of Duty: Modern Warfare 2,PS3,2017,Adventure,Bethesda,Rockstar Games,2/11/2014,3.62,36.14,15.06,7.24,0.63,2.28,1807.07,42.94,622814,1.43,48.23,89.23,13.03,Sports,-6.88
Call of Duty: Modern Warfare 2,GameCube,2019,Racing,Microsoft,Nintendo,3/11/2011,4.67,508.52,12.49,8.77,4.16,4.79,25425.83,44.15,924741,9.15,91.24,85.09,6.78,Sports,1307.02
Super Mario Odyssey,Xbox 360,2022,RPG,Microsoft,Treyarch,7/24/2022,5.03,1407.58,6.34,7.25,3.26,9.98,70378.75,47.87,900685,6.36,51.14,87.96,11.59,Action,176.80
Call of Duty: Modern Warfare 2,PC,2025,Puzzle,Square Enix,Treyarch,4/1/2016,8.45,3641.64,11.56,2.71,2.97,1.70,182081.77,59.83,244173,5.08,96.06,88.88,12.73,RPG,158.72
Red Dead Redemption 2,GameCube,2018,Adventure,Bethesda,Valve,3/27/2010,7.96,451.46,5.21,7.76,1.04,0.33,22572.93,44.53,397852,1.30,72.19,77.98,6.90,Adventure,-87.60
Red Dead Redemption 2,PS3,2014,Racing,Microsoft,Nintendo,1/15/2014,7.89,53.65,15.92,1.29,0.04,2.01,2682.33,55.60,653534,2.76,92.00,89.02,9.08,Shooter,-88.12
Super Mario Odyssey,Switch,2012,Action,Microsoft,Treyarch,10/20/2011,4.40,39.85,16.53,6.25,1.79,1.44,1992.58,45.79,490304,1.16,29.48,77.69,14.18,Action,-25.71
Animal Crossing: New Horizons,Xbox One,2023,Shooter,Sony,Nintendo,5/13/2015,4.04,2954.27,14.62,0.72,3.49,8.08,147713.71,51.63,196981,0.56,78.09,69.04,11.00,RPG,7313.19
Grand Theft Auto V,PS4,2017,Strategy,Sony,Treyarch,2/29/2012,8.94,319.11,9.63,0.52,2.76,0.94,15955.58,47.04,536462,6.95,62.04,71.97,10.72,Sports,-89.20
Fortnite,GameCube,2023,Strategy,Ubisoft,Valve,10/14/2019,5.69,3900.15,18.66,3.92,3.52,5.60,195007.30,45.58,937823,7.49,46.24,77.18,5.64,Platform,1122.19
Grand Theft Auto V,PS3,2014,RPG,Activision,Treyarch,10/6/2024,2.52,163.67,18.02,8.83,0.47,0.17,8183.69,58.22,667551,6.56,55.45,84.05,12.70,Action,-95.80
Grand Theft Auto V,GameCube,2012,RPG,Square Enix,Treyarch,4/8/2014,1.94,15.81,19.90,5.28,0.11,9.24,790.38,45.75,363255,1.73,51.70,70.42,7.05,Adventure,-90.34
The Witcher 3: Wild Hunt,PS3,2022,Shooter,Bethesda,Rockstar Games,6/19/2023,4.33,325.60,0.01,2.52,2.24,7.07,16279.84,53.30,419777,5.49,9.65,74.33,7.17,Adventure,1959.74
Super Mario Odyssey,SNES,2022,Adventure,Activision,Rockstar Games,8/8/2022,9.96,393.24,11.92,7.65,4.98,3.74,19662.09,46.20,718833,8.52,72.02,68.98,13.68,Platform,20.78
Red Dead Redemption 2,Switch,2019,Adventure,Microsoft,EA Sports,1/1/2014,6.50,737.66,2.62,2.55,4.20,8.94,36882.81,46.25,410826,5.50,56.35,64.93,10.39,Platform,87.58
Animal Crossing: New Horizons,NES,2019,Shooter,Square Enix,EA Sports,4/11/2015,3.04,922.35,8.28,9.54,4.88,9.81,46117.63,44.44,517542,1.03,94.91,65.45,10.14,Action,25.04
Fortnite,PS3,2023,Action,Nintendo,Ubisoft,10/18/2020,7.02,3449.71,16.15,9.15,3.32,3.66,172485.55,58.79,675613,7.96,73.25,64.85,9.56,Strategy,274.01
Super Mario Odyssey,Switch,2023,Shooter,Ubisoft,Ubisoft,6/9/2016,1.65,2552.59,13.32,3.78,2.32,5.30,127629.40,48.46,654354,3.53,28.36,72.40,11.72,Racing,-26.01
Super Mario Odyssey,PC,2017,Racing,Nintendo,Ubisoft,7/1/2012,1.16,45.92,14.13,4.66,0.13,9.05,2295.98,41.03,425588,7.85,29.59,60.83,10.57,Action,-98.20
Animal Crossing: New Horizons,PS4,2018,Sports,Electronic Arts,Rockstar Games,2/12/2012,4.08,451.51,15.72,7.42,2.66,5.85,22575.66,53.28,795588,3.95,64.24,75.15,11.07,Racing,883.27
FIFA 22,Xbox One,2021,Shooter,Sony,Ubisoft,11/6/2014,8.15,2074.60,14.94,1.67,0.87,9.91,103730.21,58.05,258712,1.44,23.71,89.53,6.52,Platform,359.48
The Witcher 3: Wild Hunt,Xbox 360,2011,Sports,Bethesda,Ubisoft,12/7/2021,3.89,28.01,6.40,9.49,1.87,4.79,1400.57,49.64,339961,8.76,79.08,67.75,10.98,Strategy,-98.65
Animal Crossing: New Horizons,PS4,2017,RPG,Activision,EA Sports,4/12/2016,7.07,184.69,9.03,8.76,4.66,2.72,9234.29,50.14,664739,2.69,30.41,69.78,10.18,Platform,559.32
Animal Crossing: New Horizons,PC,2012,Racing,Microsoft,Treyarch,6/13/2024,5.24,38.69,2.30,2.40,4.44,6.13,1934.26,59.90,929245,3.86,10.69,76.38,11.44,Platform,-79.05
Grand Theft Auto V,Switch,2012,Strategy,Sony,Valve,10/1/2010,4.59,93.50,1.74,5.30,2.70,9.46,4675.16,56.83,983808,7.58,21.67,89.02,6.70,RPG,141.70
Grand Theft Auto V,Xbox 360,2021,Adventure,Microsoft,Treyarch,9/12/2023,6.52,1228.73,16.63,3.21,0.54,7.70,61436.59,44.59,784917,3.16,76.34,86.64,5.92,Shooter,1214.11
FIFA 22,NES,2013,Platform,Bethesda,Nintendo,1/10/2015,7.98,52.43,17.17,5.55,3.34,5.51,2621.49,44.77,936948,5.53,94.22,70.00,10.43,Adventure,-95.73
Fortnite,PS3,2023,Racing,Microsoft,Treyarch,7/13/2011,7.41,3195.24,4.39,1.91,4.26,4.68,159761.83,51.76,219543,8.65,59.37,65.23,6.94,Strategy,5994.31
Red Dead Redemption 2,Wii,2019,Puzzle,Sony,EA Sports,2/27/2013,6.46,642.10,8.53,3.54,0.15,2.12,32105.21,58.56,753623,7.86,58.29,72.87,14.48,Racing,-79.90
Call of Duty: Modern Warfare 2,PS3,2011,Platform,Microsoft,Treyarch,1/7/2024,8.77,53.47,12.37,0.56,2.62,8.98,2673.47,58.76,139413,7.23,19.44,65.90,5.42,Shooter,-91.67
Call of Duty: Modern Warfare 2,GameCube,2014,Racing,Activision,Valve,6/24/2021,7.69,45.44,18.31,6.64,2.39,8.17,2272.06,45.20,760347,2.43,6.76,83.77,5.04,RPG,-15.01
